source_row,vendor,transmittal_no,vendor_document_no,project_document_drawing_no,project_doc_no,revision_raw,revision,description,match_status,match_method,match_source_field,matched_document,candidates,reason
336,DANEM,DEW-5718-T-324,4391-RFI-DEW-0011,-,,0,0,Inspection of Tank Foundation T8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
337,DANEM,DEW-5718-T-324,4391-RFI-DEW-0012,-,,0,0,Inspection of Tank Foundation T8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
338,DANEM,DEW-5718-T-328,4391-RFI-DEW-0013,-,,0,0,Inspection of Roof plate Assembly /Erection & Fit Up Inspection,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
339,DANEM,DEW-5718-T-331,4391-RFI-DEW-0014,-,,0,0,Weld Visual Inspection of Annular Plate Weld Repair Joints,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
340,DANEM,DEW-5718-T-334,4391-MOM-DANEM-0028,-,,0,0,WEEKLY PROGRESS MEETING MINUTES-0028 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
341,DANEM,DEW-5718-T-335,4391-RFI-DEW-0015,-,,0,0,Annular Plates Laying & FIT UP:8948/8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
342,DANEM,DEW-5718-T-340,4391-RFI-DEW-0016,-,,0,0,Annular Plates Laying & FIT UP T-8948 & 8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
343,DANEM,DEW-5718-T-340,4391-RFI-DEW-0017,-,,0,0,Annular Plates Laying & FIT UP FOR MAKE UP PLATE T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
344,DANEM,DEW-5718-T-340,4391-RFI-DEW-0018,-,,0,0,Final inspection / Release for Painting T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
345,DANEM,DEW-5718-T-340,4391-RFI-DEW-0019,-,,0,0,Surface preparation and Inspection for Annular Plate T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
346,DANEM,DEW-5718-T-344,DEW-5718-WPR-0026,-,,0,0,WEEKLY PROGRESS REPORT-0026 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
347,DANEM,DEW-5718-T-346,4391-RFI-DEW-0020,-,,0,0,T-8952B Annular Plate Final inspection & Release for Painting,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
348,DANEM,DEW-5718-T-346,4391-RFI-DEW-0021,-,,0,0,T-8952B Surface preparation and Inspection of Annular Plate / Fabrication Release,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
349,DANEM,DEW-5718-T-346,4391-RFI-DEW-0022,-,,0,0,T-8948-MPI Inspection on the temporary attachment removal area and Before capping of ANNULAR Joint,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
350,DANEM,DEW-5718-T-346,4391-RFI-DEW-0023,-,,0,0,T-8949 :MPI Inspection on the temporary attachment removal area and before Capping of ANNULAR JOINT,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
351,DANEM,DEW-5718-T-348,DEW-5718-MPR-0005,-,,0,0,MONTHLY PROGRESS REPORT-0005 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
352,DANEM,DEW-5718-T-343,4391-RFI-DEW-0026,-,,0,0,"Welding Consumable Receiving Inspection, Storage & Issue-ESAB",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
353,DANEM,DEW-5718-T-343,4391-RFI-DEW-0027,-,,0,0,Final Painting Inspection of Tank Annular Plates T-8952A (COATING SCHEDULE 7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
354,DANEM,DEW-5718-T-351,4391-MEDA-DANEM-0001,-,,0,0,MEETING ON ENGINEERING DOCUMENT APPROVAL -0001 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
355,DANEM,DEW-5718-T-352,4391-RFI-DEW-0028,-,,0,0,Final Weld Visual Inspection of Annular Plate T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
356,DANEM,DEW-5718-T-352,4391-RFI-DEW-0029,-,,0,0,Final Weld Visual Inspection of Annular Plate T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
357,DANEM,DEW-5718-T-352,4391-RFI-DEW-0030,-,,0,0,Final Painting Inspection of Tank Annular Plates T-8952A (COATING SCHEDULE 7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
358,DANEM,DEW-5718-T-352,4391-RFI-DEW-0031,-,,0,0,Final Painting Inspection of Tank Annular Plates T-8952B (COATING SCHEDULE 7),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
359,DANEM,DEW-5718-T-352,4391-RFI-DEW-0032,-,,0,0,Final Weld Visual Inspection of Annular Plate T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
360,DANEM,DEW-5718-T-352,4391-RFI-DEW-0033,-,,0,0,Final Weld Visual Inspection of Annular Plate T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
361,DANEM,DEW-5718-T-353,DEW-5718-PP-004,,,0,0,PLANNING PACKAGE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
362,DANEM,DEW-5718-T-355,4391-RFI-DEW-0034,-,,0,0,Fit Up Inspection for Roof Plate J.NO RLS-03 & Roof Crown Plate RC-01 & Rafter For T-8952B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
363,DANEM,DEW-5718-T-355,4391-RFI-DEW-0035,-,,0,0,Weld Visual Inspection of Annular Plate J. No: 02(FW) & 05(FW) T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
364,DANEM,DEW-5718-T-357,4391-RFI-DEW-0036,-,,0,0,Final release for Painted Annular Plates for Laying T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
365,DANEM,DEW-5718-T-357,4391-RFI-DEW-0037,-,,0,0,Final release for Painted Annular Plates for Laying T-8952B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
366,DANEM,DEW-5718-T-358,DEW-5718-WPR-0027,-,,0,0,WEEKLY PROGRESS REPORT-0027 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
367,DANEM,DEW-5718-T-364,4391-RFI-DEW-0038,-,,0,0,Bottom Plate Laying & Fitup Inspection of T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
368,DANEM,DEW-5718-T-364,4391-RFI-DEW-0039,-,,0,0,Bottom Plate Laying & Fitup Inspection of T-8952B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
369,DANEM,DEW-5718-T-364,4391-RFI-DEW-0040,-,,0,0,Final release for Painting of Annular Plate T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
370,DANEM,DEW-5718-T-364,4391-RFI-DEW-0041,-,,0,0,Final release for Painting of Annular Plate T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
371,DANEM,DEW-5718-T-365,4391-RFI-DEW-0042,-,,0,0,Surface preparation and Spot Blasting Inspection of Welded Joints & Mechanical Damage Area of Annular Plate T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
372,DANEM,DEW-5718-T-365,4391-RFI-DEW-0043,-,,0,0,Surface preparation and Spot Blasting Inspection of Welded Joints & Mechanical Damage Area of Annular Plate T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
373,DANEM,DEW-5718-T-365,4391-RFI-DEW-0044,-,,0,0,Bottom Plate Laying & Fitup Inspection of T-8952 A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
374,DANEM,DEW-5718-T-365,4391-RFI-DEW-0045,-,,0,0,Bottom Plate Laying & Fitup Inspection of T-8952 B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
375,DANEM,DEW-5718-T-366,4391-DEW-MG-NFI-059,-,,0,0,Welder Qualification Test (WQT),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
376,DANEM,DEW-5718-T-368,DEW-5718-WPR-0028,-,,0,0,WEEKLY PROGRESS REPORT-0028 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
377,DANEM,DEW-5718-T-366,4391-DEW-MG-NFI-060,-,,0,0,Final Release of Roof Crown Plate T-8948/8949/8952A/8952B to Site,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
378,DANEM,DEW-5718-T-371,DEW-MG-TPCA-CV-0001,-,,0,0,TPCA CV FOR 3.2 CERTIFICATION (MR. YOON JIN SUNG),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
379,DANEM,DEW-5718-T-372,4391-RFI-DEW-0046,-,,0,0,Final Painting Inspection of Annular Plate Weld Joints & Mechanical Damage Area T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
380,DANEM,DEW-5718-T-374,4391-RFI-DEW-0047,-,,0,0,Final release for painted annular plate for Laying T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
381,DANEM,DEW-5718-T-374,4391-RFI-DEW-0048,-,,0,0,Final Painting inspection of annular plate Weld Joints & Mechanical damage area T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
382,DANEM,DEW-5718-T-375,4391-RFI-DEW-0049,-,,0,0,Final Painting Inspection of Annular Plate welded Joints & Mechanical Damage Area T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
383,DANEM,DEW-5718-T-376,4391-RFI-DEW-0050,-,,0,0,Final Release for Painted Annular Plate for Laying T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
384,DANEM,DEW-5718-T-376,4391-RFI-DEW-0051,-,,0,0,Bottom Plate Laying & Fitup Inspection of T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
385,DANEM,DEW-5718-T-377,DEW-5718-WPR-0029,-,,0,0,WEEKLY PROGRESS REPORT-0029 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
386,DANEM,DEW-5718-T-380,4391-RFI-DEW-0052,-,,0,0,Bottom Plate Laying & Fitup Inspection of T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
387,DANEM,DEW-5718-T-381,4391-RFI-DEW-0053,-,,0,0,Bottom Plate Laying & Fitup Inspection of T-8948,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
388,DANEM,DEW-5718-T-381,4391-RFI-DEW-0054,-,,0,0,Bottom Plate Laying & Fitup Inspection of T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
389,DANEM,DEW-5718-T-385,4391-DEW-MG-NFI-061,-,,0,0,Material Receiving Inspection (Paint),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
390,DANEM,DEW-5718-T-386,4391-RFI-DEW-0055,-,,0,0,Shell Plate (552) Vertical Joint Fitup Inspection of T-8952 A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
391,DANEM,DEW-5718-T-386,4391-RFI-DEW-0056,-,,0,0,Shell Plate (552) Vertical Joint Fitup Inspection of T-8952 B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
392,DANEM,DEW-5718-T-387,DEW-5718-CV-0002,-,,0,0,CVs OF KEY PERSONNEL,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
393,DANEM,DEW-5718-T-391,4391-RFI-DEW-0059,-,,0,0,REQUEST FOR INSPECTION DPI Inspection for bevel of Roof plate joint (184-NCR-MECH-0002 Close out),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
394,DANEM,DEW-5718-T-391,4391-RFI-DEW-0060,-,,0,0,Fitup Inspection of Roof plate Joint J.No : RBW 01 (184-NCR-MECH-0002 Close out),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
395,DANEM,DEW-5718-T-395,4391-RFI-DEW-0061,-,,0,0,REQUEST FOR INSPECTION Shell plate (SS2) Back chipping and grinding of Vertical joint Inspection of T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
396,DANEM,DEW-5718-T-395,4391-RFI-DEW-0062,-,,0,0,REQUEST FOR INSPECTION Shell plate (SS2) Back chipping and grinding of Vertical joint Inspection of T-8952B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
397,DANEM,DEW-5718-T-395,4391-RFI-DEW-0063,-,,0,0,REQUEST FOR INSPECTION Weld Visual Inspection of Roof plate Joint J.No : RLS 03 (184-NCR-MECH-0002 Close out),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
398,DANEM,DEW-5718-T-395,4391-RFI-DEW-0064,-,,0,0,REQUEST FOR INSPECTION Shell plate(SS2) Vertical Joint fitup Inspection of T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
399,DANEM,DEW-5718-T-395,4391-RFI-DEW-0065,-,,0,0,REQUEST FOR INSPECTION Shell plate(SS2) Vertical joint fitup Inspection of T-8952B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
400,DANEM,DEW-5718-T-396,4391-RFI-DEW-0066,-,,0,0,REQUEST FOR INSPECTION MPI Inspection of Roof plate Welded Joint RLS -03 (184-NCR-MECH-0002 Close out),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
401,DANEM,DEW-5718-T-392,DEW-MG-TPCA-CV-0002,-,,0,0,TPCA CV FOR HIC TESTING (Mr. Vimosh Wilson - Sr. Inspection Engineer),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
402,DANEM,DEW-5718-T-393,DEW-5718-WPR-0031,-,,0,0,WEEKLY PROGRESS REPORT-0031 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
403,DANEM,DEW-5718-T-397,DEW-5718-MPR-0006,-,,0,0,MONTHLY PROGRESS REPORT-0006 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
404,DANEM,DEW-5718-T-398,DEW-5718-WPR-0032,-,,0,0,WEEKLY PROGRESS REPORT-0032 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
405,DANEM,DEW-5718-T-400,4391-DEW-MG-NFI-063,-,,0,0,Weld visual Inspection of Tank annular plate of T8950A/B.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
406,DANEM,DEW-5718-T-402,4391-DEW-MG-NFI-064,-,,0,0,Paint Qualification test (PQT) for SCH-9,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
407,DANEM,DEW-5718-T-405,4391-DEW-MG-NFI-065,-,,0,0,HIC Test sample selection plate material,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
408,DANEM,DEW-5718-T-409,4391-DEW-MG-NFI-066,-,,0,0,Paint Qualification Test (PQT) for Schedule 9 (Final Inspection of Galvanized Test Plate and Surface Preparation Inspection of the Galvanized Test Plate Prior to the Primer Application),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
409,DANEM,DEW-5718-T-416,4391-DEW-MG-NFI-067,-,,0,0,REQUEST FOR INSPECTION Shell plate(SS2) Back chipping and grinding of Vertical joint Inspection of T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
410,DANEM,DEW-5718-T-403,4391-DEW-MG-NFI-068,-,,0,0,REQUEST FOR INSPECTION Shell plate(SS2) Back chipping and grinding of Vertical joint Inspection of T-8952B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
411,DANEM,DEW-5718-T-404,4391-RFI-DEW-0069,-,,0,0,REQUEST FOR INSPECTION MPI Inspection of Roof plate Welded Joint RLS -03 (184-NCR-MECH-0002 Close out),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
412,DANEM,DEW-5718-T-407,4391-RFI-DEW-0070,-,,0,0,REQUEST FOR INSPECTION Shell plate (SS2) Back chipping and grinding of Vertical joint Inspection of T-8949,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
413,DANEM,DEW-5718-T-407,4391-RFI-DEW-0071,-,,0,0,REQUEST FOR INSPECTION Shell plate (SS2) Vertical Joint fitup Inspection of T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
414,DANEM,DEW-5718-T-407,4391-RFI-DEW-0072,-,,0,0,REQUEST FOR INSPECTION Shell plate (SS2) Vertical joint fitup Inspection of T-8952B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
415,DANEM,DEW-5718-T-407,4391-RFI-DEW-0073,-,,0,0,REQUEST FOR INSPECTION Fitup Inspection of Roof plate to crown plate / REPORT No: DEW-5718-8952B-FIT-016,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
416,DANEM,DEW-5718-T-412,DEW-5718-WPR-0033,-,,0,0,WEEKLY PROGRESS REPORT-0033 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
417,DANEM,DEW-5718-T-414,4391-RFI-DEW-0074,-,,0,0,REQUEST FOR INSPECTION Weld visual & MPI Inspection of Lifting Hook Lug (Temporary Attachment weld),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
418,DANEM,DEW-5718-T-414,4391-RFI-DEW-0075,-,,0,0,REQUEST FOR INSPECTION Shell plate (SS2) Back chipping and grinding of Vertical joint Inspection of T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
419,DANEM,DEW-5718-T-414,4391-RFI-DEW-0076,-,,0,0,REQUEST FOR INSPECTION Shell plate (SS2) Back chipping and grinding of Vertical joint Inspection of T-8952B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
420,DANEM,DEW-5718-T-414,4391-RFI-DEW-0077,-,,0,0,REQUEST FOR INSPECTION Weld visual & MPI Inspection of Roof plate & Crown plate (Partial weld of Rafter erection area in Roof & crown plate),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
421,DANEM,DEW-5718-T-417,4391-RFI-DEW-0078,-,,0,0,REQUEST FOR INSPECTION Weld visual & MPI Inspection of Lifting Hook Lug (Temporary Attachment weld),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
422,DANEM,DEW-5718-T-417,4391-RFI-DEW-0079,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical Joint fitup Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
423,DANEM,DEW-5718-T-417,4391-RFI-DEW-0080,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Dimensional checking Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
424,DANEM,DEW-5718-T-417,4391-RFI-DEW-0081,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Dimensional checking Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
425,DANEM,DEW-5718-T-417,4391-RFI-DEW-0082,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Dimensional check Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
426,DANEM,DEW-5718-T-417,4391-RFI-DEW-0083,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Dimensional check Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
427,DANEM,DEW-5718-T-417,4391-RFI-DEW-0084,-,,0,0,REQUEST FOR INSPECTION (Weld visual & MPI Inspection of Lifting Hook Lug (Temporary Attachment weld)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
428,DANEM,DEW-5718-T-419,4391-RFI-DEW-0085,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical Joint fitup Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
429,DANEM,DEW-5718-T-421,4391-RFI-DEW-0085,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical Joint fitup Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
430,DANEM,DEW-5718-T-421,4391-RFI-DEW-0085,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Back chipping and grinding of Vertical joint Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
431,DANEM,DEW-5718-T-421,4391-RFI-DEW-0085,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Back chipping and grinding of Vertical joint Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
432,DANEM,DEW-5718-T-421,4391-RFI-DEW-0085,-,,0,0,REQUEST FOR INSPECTION (Weld visual & MPI Inspection of Roof plate & Crown plate (Partial weld of Rafter erection area in Roof & crown plate)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
433,DANEM,DEW-5718-T-422,4391-RFI-DEW-0090,-,,0,0,REQUEST FOR INSPECTION (Weld Visual & MPI Inspection of Lifting Hook Lug (Temporary Attachment Weld),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
434,DANEM,DEW-5718-T-422,4391-RFI-DEW-0091,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical Joint Weld Visual Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
435,DANEM,DEW-5718-T-422,4391-RFI-DEW-0092,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Back chipping and grinding of Vertical joint Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
436,DANEM,DEW-5718-T-423,DEW-5718-WPR-0034,-,,0,0,WEEKLY PROGRESS REPORT-0034 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
437,DANEM,DEW-5718-T-424,4391-RFI-DEW-0093,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical Joint Fitup Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
438,DANEM,DEW-5718-T-424,4391-RFI-DEW-0094,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Dimensional Checking Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
439,DANEM,DEW-5718-T-424,4391-RFI-DEW-0095,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical Joint Weld Visual Inspection of T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
440,DANEM,DEW-5718-T-426,4391-DEW-MG-NFI-068,-,,0,0,NOTIFICATION FOR INSPECTION HIC Test for Plate Material,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
441,DANEM,DEW-5718-T-426,4391-DEW-MG-NFI-069,-,,0,0,"NOTIFICATION FOR INSPECTION Pull-off test -Painting schedule No: 9 -Paint Manufacturer: Jotun Visual inspection, DFT Checking",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
442,DANEM,DEW-5718-T-427,4391-RFI-DEW-0096,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Back chipping and grinding of Vertical joint Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
443,DANEM,DEW-5718-T-427,4391-RFI-DEW-0097,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical joint fitup and dimensional checking Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
444,DANEM,DEW-5718-T-427,4391-RFI-DEW-0098,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical Joint fitup and dimensional checking Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
445,DANEM,DEW-5718-T-427,4391-RFI-DEW-0099,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical Joint Weld Visual Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
446,DANEM,DEW-5718-T-432,4391-RFI-DEW-0100,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical joint fitup and dimensional checking Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
447,DANEM,DEW-5718-T-432,4391-RFI-DEW-0101,-,,0,0,"REQUEST FOR INSPECTION (Shell plate (SS1) Vertical, Horizontal joint fitup and dimensional checking Inspection of T-8952B)",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
448,DANEM,DEW-5718-T-432,4391-RFI-DEW-0102,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical Joint fitup and dimensional checking Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
449,DANEM,DEW-5718-T-432,4391-RFI-DEW-0103,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Back Chipping and Grinding of Vertical Joint Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
450,DANEM,DEW-5718-T-432,4391-RFI-DEW-0104,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Back Chipping and Grinding of Vertical Joint Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
451,DANEM,DEW-5718-T-433,DEW-MG-TPI-CV-0001,,,0,0,ABS TPI CV FOR PIPES AND FITTINGS 3.2 CERTIFICATION (Mr. PRADEEP VIJAYAN NAIR - WELDING INSPECTOR),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
452,DANEM,DEW-5718-T-434,4391-RFI-DEW-0105,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical joint Weld Visual Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
453,DANEM,DEW-5718-T-434,4391-RFI-DEW-0106,-,,0,0,REQUEST FOR INSPECTION (Shell Course plate (SS2) Dimensional check Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
454,DANEM,DEW-5718-T-435,4391-DEW-MG-NFI-070,-,,0,0,NOTIFICATION FOR INSPECTION Fit-up Inspection of Tank annular to Bottom plate of T8950A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
455,DANEM,DEW-5718-T-438,DEW-5718-WPR-0035,-,,0,0,WEEKLY PROGRESS REPORT-0035 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
456,DANEM,DEW-5718-T-439,DEW-5718-MPR-0007,-,,0,0,MONTHLY PROGRESS REPORT-0007 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
457,DANEM,DEW-5718-T-440,4391-RFI-DEW-0107,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Back Chipping and Grinding of Vertical joint Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
458,DANEM,DEW-5718-T-440,4391-RFI-DEW-0108,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Back Chipping and Grinding of Vertical joint Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
459,DANEM,DEW-5718-T-440,4391-RFI-DEW-0109,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical joint Fitup and Dimensional checking Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
460,DANEM,DEW-5718-T-440,4391-RFI-DEW-0110,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical joint Fitup and Dimensional checking Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
461,DANEM,DEW-5718-T-442,4391-RFI-DEW-0110,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical Joint Fitup and Dimensional Checking Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
